,budget_x,movie_facebook_likes,producer,director,duration,composer,movie_year,cinematographer,actor_1_name,director_facebook_likes,worldwide
0,19.283570703318816,0.7166879361361894,18.113608248888184,18.113608248888184,3.4151619222649177,18.23863136039772,2009,18.16005655537824,18.113608248888184,-0.2625907261947149,21.749464768430457
1,19.519293035953808,-0.5128933613905728,19.384947447328067,19.227078013813475,2.965055995772374,19.700621441507504,2007,19.604761265745093,19.35023257211432,-0.0931002732180553,20.683481317604286
2,19.33697147982652,5.597753086924246,20.08635726082769,19.41387855998241,2.7149971477209607,19.695913071446128,2012,19.13344114492784,17.952685682584576,6.360482036658767,20.80119056913867
3,19.390322655115703,0.3813475822652543,18.113608248888184,20.366807270561303,1.1146205201919168,19.546881720509266,2012,19.09038073293357,16.354467323613097,-0.1195925642694693,19.46497446846993
4,19.36847014676186,-0.5128933613905728,19.67064855334049,19.997905086502048,2.3149029908386995,18.13090980318836,2007,18.925726737151507,18.547059456117644,-0.2625907261947149,20.61231569953027
5,19.36847014676186,-0.5128933613905728,19.67064855334049,19.997905086502048,2.3149029908386995,18.13090980318836,2007,18.925726737151507,18.547059456117644,-0.2625907261947149,20.61231569953027
6,19.376192192825958,0.5676477788602183,20.30445379699644,18.113608248888184,-0.485756107337127,19.155232667401847,2010,18.96430958838728,18.113608248888184,-0.2580749947654966,20.19979684323381
7,19.33697147982652,3.8837912782505777,20.48920010643876,19.932615558511387,1.5647264466844604,19.27145194403161,2015,19.003308965262544,19.23378197005773,-0.2625907261947149,21.061740259996853
8,19.33697147982652,6.827334384451008,19.93300790960533,19.03615237412425,3.6652207703163295,19.07485798611445,2016,19.16641493351037,19.34955514053245,-0.2625907261947149,20.588173134683508
9,19.157844814713773,-0.5128933613905728,18.401184239808924,19.655075378716145,2.965055995772374,18.443489208374704,2006,18.51469196355686,17.967580914814963,-0.2625907261947149,19.78442575112384
10,19.23161096461314,-0.3265931647956088,19.378023018703157,19.20976694225119,2.064844142787287,19.696466784332557,2006,19.59610572996395,19.345286551667957,-0.0931002732180553,20.787347746978
11,19.186148590743095,1.2755885259210813,19.47197143237066,19.44463797641996,2.014832373177004,19.75283583253306,2013,18.946697999502213,19.412392561430455,-0.0931002732180553,19.378121541965395
12,19.23161096461314,3.8837912782505777,20.182622000376444,19.07448184030833,1.6647499859050257,19.71516601935588,2013,19.28961698496766,19.43899056162865,-0.2625907261947149,20.319866871394915
13,19.23161096461314,-0.5128933613905728,19.845441249956643,20.358904911349736,2.014832373177004,19.04112936709669,2008,17.625373936523957,18.90152526129356,-0.238506825238884,19.85496868776918
14,19.20913810886209,4.070091474845541,20.481254638595267,19.906130665699745,3.1651030742135045,19.287145985721665,2012,19.4227015918434,19.226558817472736,-0.2625907261947149,21.141194938431784
15,19.20913810886209,4.070091474845541,20.481254638595267,19.906130665699745,3.1651030742135045,19.287145985721665,2012,19.4227015918434,19.226558817472736,-0.2625907261947149,21.141194938431784
16,19.33697147982652,1.6481889191110093,19.379315164884872,18.856791722390035,1.3146675986330474,19.697242072041583,2011,19.5977209126911,19.346209513226324,-0.1867264381838478,20.76796555425219
17,19.23161096461314,0.977508211369139,18.92056070837573,17.934373285667878,-0.1856854896754313,19.295276544699988,2012,18.970803219933792,19.551054798623564,-0.2059935589485124,20.25170383727199
18,19.25358987123529,1.5736688404730237,19.68911669027416,17.92182873285675,2.164867682007852,18.32009150422917,2012,19.41017037368044,17.965120201108544,-0.122904100650896,20.44610246712729
19,19.11382792951231,0.1205273070323047,18.113608248888184,19.09036781021564,2.3149029908386995,18.710197940084036,2010,18.906425040798712,18.633605678587987,-0.2625907261947149,19.58903593121121
20,19.00846741441004,-0.5128933613905728,18.128106214553448,17.633665260055672,0.164396897596547,18.373321828291257,2007,18.657550918542725,20.67324340835093,-0.2237554359034377,19.73503557054199
21,19.33697147982652,2.1698294695769085,20.50878513025811,19.537427377587747,1.864797064346156,19.1308470826366,2016,19.43579648766076,18.627939713637684,-0.2342921425716137,20.86589002180333
22,19.157844814713773,1.12654836864511,17.75002393824222,18.902346291122523,1.0646087505816342,18.945410709370364,2012,18.434844064646352,18.195409722127547,-0.1024327848384398,19.52932747214763
23,18.8261458587272,5.076112536458346,19.100449786155934,18.113608248888184,0.7145263633096559,19.45831397705291,2015,19.33114768663347,18.74987922904168,-0.1527079280837367,21.236329337596967
24,19.11382792951231,-0.5128933613905728,19.68465618267432,20.01891653050279,1.2646558290227647,19.28837821533958,2004,18.94148532015207,18.55278984993603,-0.2625907261947149,20.486247035525807
