,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33
0,1.8148418459177706,1.7764784196370427,-2.891774311060894,-2.7996043168871143,-1.4935206344838683,1.4127599127470734,0.23286197937286576,0.33313413935987557,-0.18282909695207725,0.25449101302277427,-0.8306002580502329,-0.8079575592241206,0.5379690852299172,-0.5490871466981124,0.37325600587696867,-0.009286237464257106,-0.5036250026054889,-0.3294685154461091,0.491415011257747,0.19732903075697722,-0.04136653320123741,-1.7332381160815877,0.27137722421752897,-0.9996193742850455,1.3494662468002587,-0.035348943519013465,-1.2877372001625618,-0.013296184165365928,0.1882119055935137,0.5994156777323459,-0.8661494475863293,-0.6317998381770135,-0.25799969964437613
1,3.7247116448117623,2.3402432166635463,-0.7903501501107162,-1.6156671029241068,-0.5264158143502594,-0.17605173437429453,1.678845283090554,-0.39993747359268716,1.1300795278128462,-0.9764389860115364,-1.4932280191233562,-0.009805951732078474,-0.10634544229180898,-0.2309398205218085,0.514987169043995,0.5159203627444264,0.3423211017043095,0.31066807286342163,-1.0547864992284188,-0.520671432849943,-1.0250686195399314,-0.5454508811856129,1.1703511361490067,-1.609032516115682,1.7445372598554918,1.2366642592654653,-2.1142420681113903,-1.4518529632867012,-0.8546558365584416,0.4647688808041678,-0.4383862469702363,0.16078350017266,-0.7773617800515202
2,9.408334438248897,2.102615660194609,2.5333740928030326,-0.8637114150809653,0.5565685173033252,1.349778745560974,-1.737072347906057,2.2140310982866667,-1.4662733153874072,1.7283575615567637,-0.15076574955388258,0.9889741636707876,2.635474443532716,0.8780995272042118,-0.9176990255602514,1.232578861208267,-1.2801369921163053,0.5578198997687492,0.17070090976217178,-0.17962913927415433,1.0922782643001667,1.0396368771956672,2.2616273484235223,0.9873489563130553,0.022514615607589022,-2.083485583673886,0.1531413978962941,0.2051898230428978,-1.6208574736861046,-2.2296063950629397,-1.3141044492127851,0.9121047381137594,-0.11632611401626371
3,1.1868975923893992,1.6707521980783804,-3.0330469726441893,-2.242102889509974,-1.663696132770628,0.9779116040017672,-1.1829944605468181,0.12255665318323383,-1.0732371415224977,-1.0443931569213678,-0.42099599321037245,-0.3729332969848581,-0.7923067673238312,-0.7449434978473984,-0.6975911125428474,-0.9239206616663338,-0.2557383267250864,0.3135875058341931,0.6874280366368747,0.11798891871856818,-0.2363847652635342,0.19884665370598634,-0.5012009736169769,-1.2929651302798248,0.9662911204477865,0.47205126361718924,-0.3278751197219046,-0.013328166761417078,-0.03208035986837624,0.030527785169026555,-0.38829372354575953,-0.8046354795964388,-0.08187579623223325
4,3.528630149173432,1.2818005718476229,-1.1798923175556764,-1.015578125061541,-0.8568266507638518,-0.20537372906604687,0.927110318156061,0.5956365942094821,1.1889102836360441,0.39659517711895237,-0.6591510154802989,-0.8612292378249343,-0.2508557530556085,0.18540721102274285,-0.39999012263296485,-0.3229223787280657,1.1717744540795993,0.37027291095475345,-1.4604654289953025,0.15092911333980025,0.7621582661926417,-0.7158022370436385,-0.3806800610751103,-2.926894921797463,0.4617771394267873,0.5791977761101252,-0.7543210972489269,0.8813320948053412,0.24755605427314048,-0.07605323996064042,-1.5822142852030816,-0.8158515479356216,0.01336631216695384
5,7.382117520059666,2.763443685111496,0.8131102851868977,-0.517332040421131,-2.1361855749383505,-0.10321681633523457,0.3919094185692587,1.1520777625786807,-0.8703634043740457,1.4059513589157793,0.7077815180500726,0.30032438843601983,-1.0044473199848043,-0.6601373468429064,0.21349578456737878,-0.26140600788659585,0.4406795988745616,-0.9536746922569277,0.9552610960000528,0.4559843399575311,-0.7778902490753793,1.4765831428424911,0.36553787915047375,-0.6538373512768597,-0.34271706376270294,-1.9668562898717763,-0.3515531703582116,1.420186658442706,0.03825492897339709,-0.9899124518359428,-1.4162880258172799,-0.11529026543222691,0.13216612208208334
6,4.123778634915229,1.4805535682139004,-2.309115421836968,-3.0681379947689686,-1.0067631767328902,1.1247238537712818,-0.3865495062309269,1.872975239925388,-1.2903634061031093,1.7200160125542603,0.6316075462195008,0.16665470715190597,-0.03819419234378865,-0.01759081901338872,0.563379294912098,1.2448337987542268,-0.17073921828285316,0.32182270412801506,-0.7960468472332892,-0.3358491458432258,1.4819498642998588,1.141487528958162,-1.7865582464265086,0.6172388280683373,-0.8842525841201015,-0.4382106631794617,-2.3972606074087164,0.38591442896043593,-0.14642592185121767,1.9659047056319934,0.13849368754113978,1.73114361368569,0.8977489052105583
7,2.588607486868694,0.6467660201560996,-1.3423511922164413,-1.2685563762966656,-0.6099340048563088,-0.18793496791210682,-0.5440643898644165,-0.15650217303513733,-0.4694510044905975,0.07011986739946847,0.14799948952513778,0.6397435422364854,-0.1942257954318934,0.1412478813728902,-0.2479764732649016,-0.5345690948801198,0.15874354877295244,0.6834729592312397,-1.5586138824168874,-0.4747823118243788,-0.4514303169962794,-0.8780387808691039,0.47813477020377587,-1.4630857639650996,1.3952690600220028,0.8591620056962166,-1.1235393974547856,-0.29964168373953676,0.15898163871337323,0.9478992177291226,-1.4141117952920135,-0.9140217556848387,0.16135335833947664
8,3.210599991200199,2.116903153322181,-0.497049342849559,-0.9907499580185123,-0.47685406713931633,-0.24390135838928603,1.4859410097890642,-0.4946609507574091,1.1379484430394937,-0.9573011996277808,-1.3829938198741567,0.05143304606905897,-0.23107870106666223,-0.35302905523559935,0.6086256293110943,0.5745005699312208,0.45294170227390024,0.275620226676841,-0.8833361871018823,-0.2560722705217509,-0.8995561464622401,-0.3674243313611433,1.1330514590286382,-1.0032583502638885,1.2520809847054963,1.1727026087268897,-1.4457223899517844,-1.2035984604062084,-0.4444897549473206,0.343021487311628,0.1572881965840167,0.1667708148363483,-0.6796632948539496
9,2.891094608098639,1.3950823518823938,-0.8081079555930628,-0.11976038367928103,-0.9400123664788994,-0.6940130510191251,-0.037105411707261865,0.4697928585427263,0.332717970844347,-0.9401932693596712,-1.1562433072703886,-1.2013501329900977,0.01610712519258272,-0.14847205817463602,-1.0453106382960116,-0.6836664185289798,0.956570500017304,0.2399481754196631,1.0645110398612785,0.7318645668627484,-0.07015944696209722,0.2202838888468344,-0.14176439446685263,-0.9317475595594965,0.5938191519449096,1.33393581964688,-0.6622867397105082,-0.2835362770465312,-1.1608732400865396,0.9064296629996976,0.043205851809394596,1.744156224398485,-0.9624607828095179
